name,Class,x,y,farea,fprop,cntry,year,label_group,usage,label,image
747,2,28,747,0,0,india,,3,train,masks/grid_28_mask_747_cog.tif,images/grid_28_747_cog.tif
1358,2,28,1358,0,0,india,,3,train,masks/grid_28_mask_1358_cog.tif,images/grid_28_1358_cog.tif
3369,2,85,3369,0,0,india,,3,train,masks/grid_85_mask_3369_cog.tif,images/grid_85_3369_cog.tif
3915,2,18,3915,0,0,india,,3,train,masks/grid_18_mask_3915_cog.tif,images/grid_18_3915_cog.tif
2599,2,15,2599,0,0,india,,3,train,masks/grid_15_mask_2599_cog.tif,images/grid_15_2599_cog.tif
3351,2,85,3351,0,0,india,,3,train,masks/grid_85_mask_3351_cog.tif,images/grid_85_3351_cog.tif
652,2,25,652,0,0,india,,3,train,masks/grid_25_mask_652_cog.tif,images/grid_25_652_cog.tif
3422,2,17,3422,0,0,india,,3,train,masks/grid_17_mask_3422_cog.tif,images/grid_17_3422_cog.tif
3140,2,18,3140,0,0,india,,3,train,masks/grid_18_mask_3140_cog.tif,images/grid_18_3140_cog.tif
3070,2,15,3070,0,0,india,,3,train,masks/grid_15_mask_3070_cog.tif,images/grid_15_3070_cog.tif
1454,2,15,1454,0,0,india,,3,train,masks/grid_15_mask_1454_cog.tif,images/grid_15_1454_cog.tif
517,2,76,517,0,0,india,,3,train,masks/grid_76_mask_517_cog.tif,images/grid_76_517_cog.tif
67,2,85,67,0,0,india,,3,train,masks/grid_85_mask_67_cog.tif,images/grid_85_67_cog.tif
2664,2,15,2664,0,0,india,,3,train,masks/grid_15_mask_2664_cog.tif,images/grid_15_2664_cog.tif
3497,2,76,3497,0,0,india,,3,train,masks/grid_76_mask_3497_cog.tif,images/grid_76_3497_cog.tif
2655,2,17,2655,0,0,india,,3,train,masks/grid_17_mask_2655_cog.tif,images/grid_17_2655_cog.tif
3700,2,28,3700,0,0,india,,3,train,masks/grid_28_mask_3700_cog.tif,images/grid_28_3700_cog.tif
2199,2,25,2199,0,0,india,,3,train,masks/grid_25_mask_2199_cog.tif,images/grid_25_2199_cog.tif
5040,2,28,5040,0,0,india,,3,train,masks/grid_28_mask_5040_cog.tif,images/grid_28_5040_cog.tif
3209,2,76,3209,0,0,india,,3,train,masks/grid_76_mask_3209_cog.tif,images/grid_76_3209_cog.tif
3326,2,15,3326,0,0,india,,3,train,masks/grid_15_mask_3326_cog.tif,images/grid_15_3326_cog.tif
211,2,18,211,0,0,india,,3,train,masks/grid_18_mask_211_cog.tif,images/grid_18_211_cog.tif
1614,2,76,1614,0,0,india,,3,train,masks/grid_76_mask_1614_cog.tif,images/grid_76_1614_cog.tif
2472,2,28,2472,0,0,india,,3,train,masks/grid_28_mask_2472_cog.tif,images/grid_28_2472_cog.tif
2568,2,85,2568,0,0,india,,3,train,masks/grid_85_mask_2568_cog.tif,images/grid_85_2568_cog.tif
5460,2,18,5460,0,0,india,,3,train,masks/grid_18_mask_5460_cog.tif,images/grid_18_5460_cog.tif
4564,2,76,4564,0,0,india,,3,train,masks/grid_76_mask_4564_cog.tif,images/grid_76_4564_cog.tif
2127,2,76,2127,0,0,india,,3,train,masks/grid_76_mask_2127_cog.tif,images/grid_76_2127_cog.tif
2243,2,17,2243,0,0,india,,3,train,masks/grid_17_mask_2243_cog.tif,images/grid_17_2243_cog.tif
3707,2,85,3707,0,0,india,,3,train,masks/grid_85_mask_3707_cog.tif,images/grid_85_3707_cog.tif
1058,2,18,1058,0,0,india,,3,train,masks/grid_18_mask_1058_cog.tif,images/grid_18_1058_cog.tif
1501,2,18,1501,0,0,india,,3,train,masks/grid_18_mask_1501_cog.tif,images/grid_18_1501_cog.tif
4345,2,28,4345,0,0,india,,3,train,masks/grid_28_mask_4345_cog.tif,images/grid_28_4345_cog.tif
1978,2,76,1978,0,0,india,,3,train,masks/grid_76_mask_1978_cog.tif,images/grid_76_1978_cog.tif
2222,2,17,2222,0,0,india,,3,train,masks/grid_17_mask_2222_cog.tif,images/grid_17_2222_cog.tif
1931,2,25,1931,0,0,india,,3,train,masks/grid_25_mask_1931_cog.tif,images/grid_25_1931_cog.tif
3577,2,85,3577,0,0,india,,3,train,masks/grid_85_mask_3577_cog.tif,images/grid_85_3577_cog.tif
4181,2,25,4181,0,0,india,,3,train,masks/grid_25_mask_4181_cog.tif,images/grid_25_4181_cog.tif
5285,2,15,5285,0,0,india,,3,train,masks/grid_15_mask_5285_cog.tif,images/grid_15_5285_cog.tif
2738,2,17,2738,0,0,india,,3,train,masks/grid_17_mask_2738_cog.tif,images/grid_17_2738_cog.tif
1984,2,25,1984,0,0,india,,3,train,masks/grid_25_mask_1984_cog.tif,images/grid_25_1984_cog.tif
2458,2,18,2458,0,0,india,,3,train,masks/grid_18_mask_2458_cog.tif,images/grid_18_2458_cog.tif
568,2,17,568,0,0,india,,3,train,masks/grid_17_mask_568_cog.tif,images/grid_17_568_cog.tif
3114,2,85,3114,0,0,india,,3,train,masks/grid_85_mask_3114_cog.tif,images/grid_85_3114_cog.tif
1741,2,85,1741,0,0,india,,3,train,masks/grid_85_mask_1741_cog.tif,images/grid_85_1741_cog.tif
2277,2,25,2277,0,0,india,,3,train,masks/grid_25_mask_2277_cog.tif,images/grid_25_2277_cog.tif
1080,2,17,1080,0,0,india,,3,train,masks/grid_17_mask_1080_cog.tif,images/grid_17_1080_cog.tif
1485,2,25,1485,0,0,india,,3,train,masks/grid_25_mask_1485_cog.tif,images/grid_25_1485_cog.tif
4161,2,25,4161,0,0,india,,3,train,masks/grid_25_mask_4161_cog.tif,images/grid_25_4161_cog.tif
2749,2,17,2749,0,0,india,,3,train,masks/grid_17_mask_2749_cog.tif,images/grid_17_2749_cog.tif
4907,2,76,4907,0,0,india,,3,train,masks/grid_76_mask_4907_cog.tif,images/grid_76_4907_cog.tif
314,2,17,314,0,0,india,,3,train,masks/grid_17_mask_314_cog.tif,images/grid_17_314_cog.tif
5376,2,28,5376,0,0,india,,3,train,masks/grid_28_mask_5376_cog.tif,images/grid_28_5376_cog.tif
1596,2,15,1596,0,0,india,,3,train,masks/grid_15_mask_1596_cog.tif,images/grid_15_1596_cog.tif
4648,2,17,4648,0,0,india,,3,train,masks/grid_17_mask_4648_cog.tif,images/grid_17_4648_cog.tif
2528,2,25,2528,0,0,india,,3,train,masks/grid_25_mask_2528_cog.tif,images/grid_25_2528_cog.tif
984,2,18,984,0,0,india,,3,train,masks/grid_18_mask_984_cog.tif,images/grid_18_984_cog.tif
1342,2,17,1342,0,0,india,,3,train,masks/grid_17_mask_1342_cog.tif,images/grid_17_1342_cog.tif
278,2,28,278,0,0,india,,3,train,masks/grid_28_mask_278_cog.tif,images/grid_28_278_cog.tif
1867,2,17,1867,0,0,india,,3,train,masks/grid_17_mask_1867_cog.tif,images/grid_17_1867_cog.tif
3093,2,15,3093,0,0,india,,3,train,masks/grid_15_mask_3093_cog.tif,images/grid_15_3093_cog.tif
3210,2,28,3210,0,0,india,,3,train,masks/grid_28_mask_3210_cog.tif,images/grid_28_3210_cog.tif
4269,2,85,4269,0,0,india,,3,train,masks/grid_85_mask_4269_cog.tif,images/grid_85_4269_cog.tif
903,2,25,903,0,0,india,,3,train,masks/grid_25_mask_903_cog.tif,images/grid_25_903_cog.tif
5422,2,76,5422,0,0,india,,3,train,masks/grid_76_mask_5422_cog.tif,images/grid_76_5422_cog.tif
2209,2,18,2209,0,0,india,,3,train,masks/grid_18_mask_2209_cog.tif,images/grid_18_2209_cog.tif
848,2,18,848,0,0,india,,3,train,masks/grid_18_mask_848_cog.tif,images/grid_18_848_cog.tif
3525,2,18,3525,0,0,india,,3,train,masks/grid_18_mask_3525_cog.tif,images/grid_18_3525_cog.tif
1496,2,15,1496,0,0,india,,3,train,masks/grid_15_mask_1496_cog.tif,images/grid_15_1496_cog.tif
2592,2,15,2592,0,0,india,,3,train,masks/grid_15_mask_2592_cog.tif,images/grid_15_2592_cog.tif
1729,2,15,1729,0,0,india,,3,train,masks/grid_15_mask_1729_cog.tif,images/grid_15_1729_cog.tif
3108,2,76,3108,0,0,india,,3,train,masks/grid_76_mask_3108_cog.tif,images/grid_76_3108_cog.tif
3854,2,28,3854,0,0,india,,3,train,masks/grid_28_mask_3854_cog.tif,images/grid_28_3854_cog.tif
1576,2,18,1576,0,0,india,,3,train,masks/grid_18_mask_1576_cog.tif,images/grid_18_1576_cog.tif
928,2,76,928,0,0,india,,3,train,masks/grid_76_mask_928_cog.tif,images/grid_76_928_cog.tif
1456,2,18,1456,0,0,india,,3,train,masks/grid_18_mask_1456_cog.tif,images/grid_18_1456_cog.tif
4388,2,17,4388,0,0,india,,3,train,masks/grid_17_mask_4388_cog.tif,images/grid_17_4388_cog.tif
2367,2,17,2367,0,0,india,,3,train,masks/grid_17_mask_2367_cog.tif,images/grid_17_2367_cog.tif
4659,2,76,4659,0,0,india,,3,train,masks/grid_76_mask_4659_cog.tif,images/grid_76_4659_cog.tif
3238,2,17,3238,0,0,india,,3,train,masks/grid_17_mask_3238_cog.tif,images/grid_17_3238_cog.tif
4598,2,28,4598,0,0,india,,3,train,masks/grid_28_mask_4598_cog.tif,images/grid_28_4598_cog.tif
4864,2,28,4864,0,0,india,,3,train,masks/grid_28_mask_4864_cog.tif,images/grid_28_4864_cog.tif
2764,2,17,2764,0,0,india,,3,train,masks/grid_17_mask_2764_cog.tif,images/grid_17_2764_cog.tif
1610,2,15,1610,0,0,india,,3,train,masks/grid_15_mask_1610_cog.tif,images/grid_15_1610_cog.tif
3196,2,85,3196,0,0,india,,3,train,masks/grid_85_mask_3196_cog.tif,images/grid_85_3196_cog.tif
1571,2,25,1571,0,0,india,,3,train,masks/grid_25_mask_1571_cog.tif,images/grid_25_1571_cog.tif
1535,2,17,1535,0,0,india,,3,train,masks/grid_17_mask_1535_cog.tif,images/grid_17_1535_cog.tif
1330,2,28,1330,0,0,india,,3,train,masks/grid_28_mask_1330_cog.tif,images/grid_28_1330_cog.tif
1567,2,76,1567,0,0,india,,3,train,masks/grid_76_mask_1567_cog.tif,images/grid_76_1567_cog.tif
2077,2,17,2077,0,0,india,,3,train,masks/grid_17_mask_2077_cog.tif,images/grid_17_2077_cog.tif
4138,2,17,4138,0,0,india,,3,train,masks/grid_17_mask_4138_cog.tif,images/grid_17_4138_cog.tif
3571,2,28,3571,0,0,india,,3,train,masks/grid_28_mask_3571_cog.tif,images/grid_28_3571_cog.tif
3304,2,25,3304,0,0,india,,3,train,masks/grid_25_mask_3304_cog.tif,images/grid_25_3304_cog.tif
2674,2,17,2674,0,0,india,,3,train,masks/grid_17_mask_2674_cog.tif,images/grid_17_2674_cog.tif
4492,2,85,4492,0,0,india,,3,train,masks/grid_85_mask_4492_cog.tif,images/grid_85_4492_cog.tif
2126,2,17,2126,0,0,india,,3,train,masks/grid_17_mask_2126_cog.tif,images/grid_17_2126_cog.tif
4025,2,85,4025,0,0,india,,3,train,masks/grid_85_mask_4025_cog.tif,images/grid_85_4025_cog.tif
2975,2,28,2975,0,0,india,,3,train,masks/grid_28_mask_2975_cog.tif,images/grid_28_2975_cog.tif
4522,2,85,4522,0,0,india,,3,train,masks/grid_85_mask_4522_cog.tif,images/grid_85_4522_cog.tif
3056,2,17,3056,0,0,india,,3,train,masks/grid_17_mask_3056_cog.tif,images/grid_17_3056_cog.tif
2937,2,18,2937,0,0,india,,3,train,masks/grid_18_mask_2937_cog.tif,images/grid_18_2937_cog.tif
1405,2,85,1405,0,0,india,,3,train,masks/grid_85_mask_1405_cog.tif,images/grid_85_1405_cog.tif
2647,2,85,2647,0,0,india,,3,train,masks/grid_85_mask_2647_cog.tif,images/grid_85_2647_cog.tif
5443,2,25,5443,0,0,india,,3,train,masks/grid_25_mask_5443_cog.tif,images/grid_25_5443_cog.tif
5213,2,15,5213,0,0,india,,3,train,masks/grid_15_mask_5213_cog.tif,images/grid_15_5213_cog.tif
3054,2,76,3054,0,0,india,,3,train,masks/grid_76_mask_3054_cog.tif,images/grid_76_3054_cog.tif
1477,2,25,1477,0,0,india,,3,train,masks/grid_25_mask_1477_cog.tif,images/grid_25_1477_cog.tif
1644,2,18,1644,0,0,india,,3,train,masks/grid_18_mask_1644_cog.tif,images/grid_18_1644_cog.tif
223,2,85,223,0,0,india,,3,train,masks/grid_85_mask_223_cog.tif,images/grid_85_223_cog.tif
3249,2,25,3249,0,0,india,,3,train,masks/grid_25_mask_3249_cog.tif,images/grid_25_3249_cog.tif
3287,2,85,3287,0,0,india,,3,train,masks/grid_85_mask_3287_cog.tif,images/grid_85_3287_cog.tif
4413,2,28,4413,0,0,india,,3,train,masks/grid_28_mask_4413_cog.tif,images/grid_28_4413_cog.tif
4569,2,15,4569,0,0,india,,3,train,masks/grid_15_mask_4569_cog.tif,images/grid_15_4569_cog.tif
4400,2,15,4400,0,0,india,,3,train,masks/grid_15_mask_4400_cog.tif,images/grid_15_4400_cog.tif
3262,2,17,3262,0,0,india,,3,train,masks/grid_17_mask_3262_cog.tif,images/grid_17_3262_cog.tif
732,2,17,732,0,0,india,,3,train,masks/grid_17_mask_732_cog.tif,images/grid_17_732_cog.tif
4795,2,17,4795,0,0,india,,3,train,masks/grid_17_mask_4795_cog.tif,images/grid_17_4795_cog.tif
2690,2,28,2690,0,0,india,,3,train,masks/grid_28_mask_2690_cog.tif,images/grid_28_2690_cog.tif
4871,2,85,4871,0,0,india,,3,train,masks/grid_85_mask_4871_cog.tif,images/grid_85_4871_cog.tif
3024,2,25,3024,0,0,india,,3,train,masks/grid_25_mask_3024_cog.tif,images/grid_25_3024_cog.tif
1751,2,28,1751,0,0,india,,3,train,masks/grid_28_mask_1751_cog.tif,images/grid_28_1751_cog.tif
2361,2,85,2361,0,0,india,,3,train,masks/grid_85_mask_2361_cog.tif,images/grid_85_2361_cog.tif
3275,2,85,3275,0,0,india,,3,train,masks/grid_85_mask_3275_cog.tif,images/grid_85_3275_cog.tif
4054,2,85,4054,0,0,india,,3,train,masks/grid_85_mask_4054_cog.tif,images/grid_85_4054_cog.tif
426,2,25,426,0,0,india,,3,train,masks/grid_25_mask_426_cog.tif,images/grid_25_426_cog.tif
1753,2,15,1753,0,0,india,,3,train,masks/grid_15_mask_1753_cog.tif,images/grid_15_1753_cog.tif
1112,2,15,1112,0,0,india,,3,train,masks/grid_15_mask_1112_cog.tif,images/grid_15_1112_cog.tif
3392,2,15,3392,0,0,india,,3,train,masks/grid_15_mask_3392_cog.tif,images/grid_15_3392_cog.tif
590,2,18,590,0,0,india,,3,train,masks/grid_18_mask_590_cog.tif,images/grid_18_590_cog.tif
458,2,15,458,0,0,india,,3,train,masks/grid_15_mask_458_cog.tif,images/grid_15_458_cog.tif
4832,2,18,4832,0,0,india,,3,train,masks/grid_18_mask_4832_cog.tif,images/grid_18_4832_cog.tif
370,2,76,370,0,0,india,,3,train,masks/grid_76_mask_370_cog.tif,images/grid_76_370_cog.tif
5187,2,28,5187,0,0,india,,3,train,masks/grid_28_mask_5187_cog.tif,images/grid_28_5187_cog.tif
4965,2,18,4965,0,0,india,,3,train,masks/grid_18_mask_4965_cog.tif,images/grid_18_4965_cog.tif
5270,2,17,5270,0,0,india,,3,train,masks/grid_17_mask_5270_cog.tif,images/grid_17_5270_cog.tif
4453,2,17,4453,0,0,india,,3,train,masks/grid_17_mask_4453_cog.tif,images/grid_17_4453_cog.tif
1866,2,76,1866,0,0,india,,3,train,masks/grid_76_mask_1866_cog.tif,images/grid_76_1866_cog.tif
3797,2,15,3797,0,0,india,,3,train,masks/grid_15_mask_3797_cog.tif,images/grid_15_3797_cog.tif
2209,2,85,2209,0,0,india,,3,train,masks/grid_85_mask_2209_cog.tif,images/grid_85_2209_cog.tif
4456,2,15,4456,0,0,india,,3,train,masks/grid_15_mask_4456_cog.tif,images/grid_15_4456_cog.tif
2845,2,15,2845,0,0,india,,3,train,masks/grid_15_mask_2845_cog.tif,images/grid_15_2845_cog.tif
3629,2,25,3629,0,0,india,,3,train,masks/grid_25_mask_3629_cog.tif,images/grid_25_3629_cog.tif
2682,2,25,2682,0,0,india,,3,train,masks/grid_25_mask_2682_cog.tif,images/grid_25_2682_cog.tif
660,2,17,660,0,0,india,,3,train,masks/grid_17_mask_660_cog.tif,images/grid_17_660_cog.tif
4013,2,25,4013,0,0,india,,3,train,masks/grid_25_mask_4013_cog.tif,images/grid_25_4013_cog.tif
4135,2,15,4135,0,0,india,,3,train,masks/grid_15_mask_4135_cog.tif,images/grid_15_4135_cog.tif
2600,2,28,2600,0,0,india,,3,train,masks/grid_28_mask_2600_cog.tif,images/grid_28_2600_cog.tif
942,2,18,942,0,0,india,,3,train,masks/grid_18_mask_942_cog.tif,images/grid_18_942_cog.tif
5122,2,25,5122,0,0,india,,3,train,masks/grid_25_mask_5122_cog.tif,images/grid_25_5122_cog.tif
2280,2,18,2280,0,0,india,,3,train,masks/grid_18_mask_2280_cog.tif,images/grid_18_2280_cog.tif
256,2,17,256,0,0,india,,3,train,masks/grid_17_mask_256_cog.tif,images/grid_17_256_cog.tif
1292,2,25,1292,0,0,india,,3,train,masks/grid_25_mask_1292_cog.tif,images/grid_25_1292_cog.tif
2207,2,18,2207,0,0,india,,3,train,masks/grid_18_mask_2207_cog.tif,images/grid_18_2207_cog.tif
941,2,28,941,0,0,india,,3,train,masks/grid_28_mask_941_cog.tif,images/grid_28_941_cog.tif
1638,2,18,1638,0,0,india,,3,train,masks/grid_18_mask_1638_cog.tif,images/grid_18_1638_cog.tif
97,2,15,97,0,0,india,,3,train,masks/grid_15_mask_97_cog.tif,images/grid_15_97_cog.tif
2290,2,15,2290,0,0,india,,3,train,masks/grid_15_mask_2290_cog.tif,images/grid_15_2290_cog.tif
38,2,25,38,0,0,india,,3,train,masks/grid_25_mask_38_cog.tif,images/grid_25_38_cog.tif
2387,2,28,2387,0,0,india,,3,train,masks/grid_28_mask_2387_cog.tif,images/grid_28_2387_cog.tif
1961,2,25,1961,0,0,india,,3,train,masks/grid_25_mask_1961_cog.tif,images/grid_25_1961_cog.tif
4192,2,25,4192,0,0,india,,3,train,masks/grid_25_mask_4192_cog.tif,images/grid_25_4192_cog.tif
3500,2,18,3500,0,0,india,,3,train,masks/grid_18_mask_3500_cog.tif,images/grid_18_3500_cog.tif
5243,2,18,5243,0,0,india,,3,train,masks/grid_18_mask_5243_cog.tif,images/grid_18_5243_cog.tif
4041,2,17,4041,0,0,india,,3,train,masks/grid_17_mask_4041_cog.tif,images/grid_17_4041_cog.tif
2846,2,15,2846,0,0,india,,3,train,masks/grid_15_mask_2846_cog.tif,images/grid_15_2846_cog.tif
3685,2,25,3685,0,0,india,,3,train,masks/grid_25_mask_3685_cog.tif,images/grid_25_3685_cog.tif
2925,2,25,2925,0,0,india,,3,train,masks/grid_25_mask_2925_cog.tif,images/grid_25_2925_cog.tif
877,2,17,877,0,0,india,,3,train,masks/grid_17_mask_877_cog.tif,images/grid_17_877_cog.tif
2716,2,15,2716,0,0,india,,3,train,masks/grid_15_mask_2716_cog.tif,images/grid_15_2716_cog.tif
5390,2,15,5390,0,0,india,,3,train,masks/grid_15_mask_5390_cog.tif,images/grid_15_5390_cog.tif
3374,2,28,3374,0,0,india,,3,train,masks/grid_28_mask_3374_cog.tif,images/grid_28_3374_cog.tif
1851,2,17,1851,0,0,india,,3,train,masks/grid_17_mask_1851_cog.tif,images/grid_17_1851_cog.tif
1888,2,17,1888,0,0,india,,3,train,masks/grid_17_mask_1888_cog.tif,images/grid_17_1888_cog.tif
5032,2,18,5032,0,0,india,,3,train,masks/grid_18_mask_5032_cog.tif,images/grid_18_5032_cog.tif
708,2,18,708,0,0,india,,3,train,masks/grid_18_mask_708_cog.tif,images/grid_18_708_cog.tif
4537,2,18,4537,0,0,india,,3,train,masks/grid_18_mask_4537_cog.tif,images/grid_18_4537_cog.tif
3616,2,25,3616,0,0,india,,3,train,masks/grid_25_mask_3616_cog.tif,images/grid_25_3616_cog.tif
5327,2,28,5327,0,0,india,,3,train,masks/grid_28_mask_5327_cog.tif,images/grid_28_5327_cog.tif
2918,2,15,2918,0,0,india,,3,train,masks/grid_15_mask_2918_cog.tif,images/grid_15_2918_cog.tif
484,2,17,484,0,0,india,,3,train,masks/grid_17_mask_484_cog.tif,images/grid_17_484_cog.tif
4640,2,18,4640,0,0,india,,3,train,masks/grid_18_mask_4640_cog.tif,images/grid_18_4640_cog.tif
541,2,17,541,0,0,india,,3,train,masks/grid_17_mask_541_cog.tif,images/grid_17_541_cog.tif
5202,2,25,5202,0,0,india,,3,train,masks/grid_25_mask_5202_cog.tif,images/grid_25_5202_cog.tif
75,2,17,75,0,0,india,,3,train,masks/grid_17_mask_75_cog.tif,images/grid_17_75_cog.tif
4681,2,85,4681,0,0,india,,3,train,masks/grid_85_mask_4681_cog.tif,images/grid_85_4681_cog.tif
3535,2,28,3535,0,0,india,,3,train,masks/grid_28_mask_3535_cog.tif,images/grid_28_3535_cog.tif
849,2,76,849,0,0,india,,3,train,masks/grid_76_mask_849_cog.tif,images/grid_76_849_cog.tif
2630,2,18,2630,0,0,india,,3,train,masks/grid_18_mask_2630_cog.tif,images/grid_18_2630_cog.tif
5046,2,18,5046,0,0,india,,3,train,masks/grid_18_mask_5046_cog.tif,images/grid_18_5046_cog.tif
2777,2,28,2777,0,0,india,,3,train,masks/grid_28_mask_2777_cog.tif,images/grid_28_2777_cog.tif
200,2,15,200,0,0,india,,3,train,masks/grid_15_mask_200_cog.tif,images/grid_15_200_cog.tif
2317,2,15,2317,0,0,india,,3,train,masks/grid_15_mask_2317_cog.tif,images/grid_15_2317_cog.tif
3840,2,28,3840,0,0,india,,3,train,masks/grid_28_mask_3840_cog.tif,images/grid_28_3840_cog.tif
4330,2,85,4330,0,0,india,,3,train,masks/grid_85_mask_4330_cog.tif,images/grid_85_4330_cog.tif
3777,2,76,3777,0,0,india,,3,train,masks/grid_76_mask_3777_cog.tif,images/grid_76_3777_cog.tif
3738,2,15,3738,0,0,india,,3,train,masks/grid_15_mask_3738_cog.tif,images/grid_15_3738_cog.tif
354,2,76,354,0,0,india,,3,train,masks/grid_76_mask_354_cog.tif,images/grid_76_354_cog.tif
5095,2,25,5095,0,0,india,,3,train,masks/grid_25_mask_5095_cog.tif,images/grid_25_5095_cog.tif
3922,2,85,3922,0,0,india,,3,train,masks/grid_85_mask_3922_cog.tif,images/grid_85_3922_cog.tif
5005,2,76,5005,0,0,india,,3,train,masks/grid_76_mask_5005_cog.tif,images/grid_76_5005_cog.tif
2773,2,85,2773,0,0,india,,3,train,masks/grid_85_mask_2773_cog.tif,images/grid_85_2773_cog.tif
5351,2,18,5351,0,0,india,,3,train,masks/grid_18_mask_5351_cog.tif,images/grid_18_5351_cog.tif
3435,2,76,3435,0,0,india,,3,train,masks/grid_76_mask_3435_cog.tif,images/grid_76_3435_cog.tif
3955,2,18,3955,0,0,india,,3,train,masks/grid_18_mask_3955_cog.tif,images/grid_18_3955_cog.tif
2311,2,25,2311,0,0,india,,3,train,masks/grid_25_mask_2311_cog.tif,images/grid_25_2311_cog.tif
4194,2,17,4194,0,0,india,,3,train,masks/grid_17_mask_4194_cog.tif,images/grid_17_4194_cog.tif
1188,2,18,1188,0,0,india,,3,train,masks/grid_18_mask_1188_cog.tif,images/grid_18_1188_cog.tif
2840,2,85,2840,0,0,india,,3,train,masks/grid_85_mask_2840_cog.tif,images/grid_85_2840_cog.tif
1590,2,85,1590,0,0,india,,3,train,masks/grid_85_mask_1590_cog.tif,images/grid_85_1590_cog.tif
1204,2,25,1204,0,0,india,,3,train,masks/grid_25_mask_1204_cog.tif,images/grid_25_1204_cog.tif
1892,2,76,1892,0,0,india,,3,train,masks/grid_76_mask_1892_cog.tif,images/grid_76_1892_cog.tif
4647,2,15,4647,0,0,india,,3,train,masks/grid_15_mask_4647_cog.tif,images/grid_15_4647_cog.tif
4600,2,18,4600,0,0,india,,3,train,masks/grid_18_mask_4600_cog.tif,images/grid_18_4600_cog.tif
2346,2,18,2346,0,0,india,,3,train,masks/grid_18_mask_2346_cog.tif,images/grid_18_2346_cog.tif
5049,2,28,5049,0,0,india,,3,train,masks/grid_28_mask_5049_cog.tif,images/grid_28_5049_cog.tif
353,2,28,353,0,0,india,,3,train,masks/grid_28_mask_353_cog.tif,images/grid_28_353_cog.tif
5194,2,76,5194,0,0,india,,3,train,masks/grid_76_mask_5194_cog.tif,images/grid_76_5194_cog.tif
186,2,85,186,0,0,india,,3,train,masks/grid_85_mask_186_cog.tif,images/grid_85_186_cog.tif
2806,2,15,2806,0,0,india,,3,train,masks/grid_15_mask_2806_cog.tif,images/grid_15_2806_cog.tif
2155,2,18,2155,0,0,india,,3,train,masks/grid_18_mask_2155_cog.tif,images/grid_18_2155_cog.tif
513,2,28,513,0,0,india,,3,train,masks/grid_28_mask_513_cog.tif,images/grid_28_513_cog.tif
2461,2,15,2461,0,0,india,,3,train,masks/grid_15_mask_2461_cog.tif,images/grid_15_2461_cog.tif
4946,2,25,4946,0,0,india,,3,train,masks/grid_25_mask_4946_cog.tif,images/grid_25_4946_cog.tif
5041,2,15,5041,0,0,india,,3,train,masks/grid_15_mask_5041_cog.tif,images/grid_15_5041_cog.tif
1801,2,17,1801,0,0,india,,3,train,masks/grid_17_mask_1801_cog.tif,images/grid_17_1801_cog.tif
686,2,85,686,0,0,india,,3,train,masks/grid_85_mask_686_cog.tif,images/grid_85_686_cog.tif
2248,2,15,2248,0,0,india,,3,train,masks/grid_15_mask_2248_cog.tif,images/grid_15_2248_cog.tif
1812,2,76,1812,0,0,india,,3,train,masks/grid_76_mask_1812_cog.tif,images/grid_76_1812_cog.tif
607,2,76,607,0,0,india,,3,train,masks/grid_76_mask_607_cog.tif,images/grid_76_607_cog.tif
2453,2,18,2453,0,0,india,,3,train,masks/grid_18_mask_2453_cog.tif,images/grid_18_2453_cog.tif
955,2,25,955,0,0,india,,3,train,masks/grid_25_mask_955_cog.tif,images/grid_25_955_cog.tif
5242,2,28,5242,0,0,india,,3,train,masks/grid_28_mask_5242_cog.tif,images/grid_28_5242_cog.tif
3098,2,15,3098,0,0,india,,3,train,masks/grid_15_mask_3098_cog.tif,images/grid_15_3098_cog.tif
2063,2,25,2063,0,0,india,,3,train,masks/grid_25_mask_2063_cog.tif,images/grid_25_2063_cog.tif
1236,2,76,1236,0,0,india,,3,train,masks/grid_76_mask_1236_cog.tif,images/grid_76_1236_cog.tif
479,2,18,479,0,0,india,,3,train,masks/grid_18_mask_479_cog.tif,images/grid_18_479_cog.tif
1133,2,18,1133,0,0,india,,3,train,masks/grid_18_mask_1133_cog.tif,images/grid_18_1133_cog.tif
4222,2,18,4222,0,0,india,,3,train,masks/grid_18_mask_4222_cog.tif,images/grid_18_4222_cog.tif
3799,2,76,3799,0,0,india,,3,train,masks/grid_76_mask_3799_cog.tif,images/grid_76_3799_cog.tif
2451,2,25,2451,0,0,india,,3,train,masks/grid_25_mask_2451_cog.tif,images/grid_25_2451_cog.tif
4989,2,76,4989,0,0,india,,3,train,masks/grid_76_mask_4989_cog.tif,images/grid_76_4989_cog.tif
4396,2,18,4396,0,0,india,,3,train,masks/grid_18_mask_4396_cog.tif,images/grid_18_4396_cog.tif
2440,2,17,2440,0,0,india,,3,train,masks/grid_17_mask_2440_cog.tif,images/grid_17_2440_cog.tif
4320,2,76,4320,0,0,india,,3,train,masks/grid_76_mask_4320_cog.tif,images/grid_76_4320_cog.tif
675,2,25,675,0,0,india,,3,train,masks/grid_25_mask_675_cog.tif,images/grid_25_675_cog.tif
1069,2,15,1069,0,0,india,,3,train,masks/grid_15_mask_1069_cog.tif,images/grid_15_1069_cog.tif
2462,2,18,2462,0,0,india,,3,train,masks/grid_18_mask_2462_cog.tif,images/grid_18_2462_cog.tif
