tile,label_date,label,image,x,y,year,ctry,type,usage,label_group
tile000052,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469753.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000052_2024_10_s1.tif,369009.27513138833,1966209.4678683255,2024,india,center,train,2
tile000052,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469753.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000052_2024_11_s1.tif,369009.27513138833,1966209.4678683255,2024,india,center,train,2
tile000052,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469753.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000052_2024_08_s1.tif,369009.27513138833,1966209.4678683255,2024,india,center,train,2
tile000053,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469495.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000053_2024_09_s1.tif,357809.38422636065,1957249.5954860768,2024,india,center,test,2
tile000053,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469495.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000053_2024_10_s1.tif,357809.38422636065,1957249.5954860768,2024,india,center,train,2
tile000053,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469495.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000053_2024_11_s1.tif,357809.38422636065,1957249.5954860768,2024,india,center,train,2
tile000053,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469495.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000053_2024_08_s1.tif,357809.38422636065,1957249.5954860768,2024,india,center,train,2
tile000054,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469782.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000054_2024_09_s1.tif,360049.2077221114,1970689.458042369,2024,india,center,train,2
tile000054,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469782.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000054_2024_10_s1.tif,360049.2077221114,1970689.458042369,2024,india,center,test,2
tile000054,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469782.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000054_2024_11_s1.tif,360049.2077221114,1970689.458042369,2024,india,center,train,2
tile000055,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_470812.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000055_2024_09_s1.tif,389169.32491672056,1995329.5489222512,2024,india,center,test,2
tile000055,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_470812.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000055_2024_10_s1.tif,389169.32491672056,1995329.5489222512,2024,india,center,train,2
tile000055,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_470812.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000055_2024_11_s1.tif,389169.32491672056,1995329.5489222512,2024,india,center,train,2
tile000055,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_470812.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000055_2024_08_s1.tif,389169.32491672056,1995329.5489222512,2024,india,center,train,2
tile000056,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469754.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000056_2024_09_s1.tif,371249.2424037532,1966209.4678683255,2024,india,center,validate,2
tile000056,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469754.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000056_2024_10_s1.tif,371249.2424037532,1966209.4678683255,2024,india,center,train,2
tile000056,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469754.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000056_2024_11_s1.tif,371249.2424037532,1966209.4678683255,2024,india,center,train,2
tile000056,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469754.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000056_2024_08_s1.tif,371249.2424037532,1966209.4678683255,2024,india,center,train,2
tile000057,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_470815.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000057_2024_09_s1.tif,389169.3832981314,1997569.330353014,2024,india,center,train,2
tile000057,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_470815.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000057_2024_10_s1.tif,389169.3832981314,1997569.330353014,2024,india,center,train,2
tile000057,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_470815.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000057_2024_11_s1.tif,389169.3832981314,1997569.330353014,2024,india,center,train,2
tile000058,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_455542.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000058_2024_09_s1.tif,521329.21262785647,1849729.447558517,2024,india,center,test,2
tile000058,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_455542.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000058_2024_10_s1.tif,521329.21262785647,1849729.447558517,2024,india,center,train,2
tile000058,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_455542.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000058_2024_11_s1.tif,521329.21262785647,1849729.447558517,2024,india,center,train,2
tile000058,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_455542.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000058_2024_08_s1.tif,521329.21262785647,1849729.447558517,2024,india,center,train,2
tile000059,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457219.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000059_2024_09_s1.tif,532529.4725568339,1887809.372651772,2024,india,center,train,2
tile000059,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_457219.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000059_2024_10_s1.tif,532529.4725568339,1887809.372651772,2024,india,center,train,2
tile000059,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_457219.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000059_2024_11_s1.tif,532529.4725568339,1887809.372651772,2024,india,center,train,2
tile000059,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_457219.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000059_2024_08_s1.tif,532529.4725568339,1887809.372651772,2024,india,center,train,2
tile000060,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469895.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000060_2024_09_s1.tif,386929.31223227055,1981889.2528234443,2024,india,center,train,2
tile000060,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469895.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000060_2024_10_s1.tif,386929.31223227055,1981889.2528234443,2024,india,center,train,2
tile000060,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469895.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000060_2024_11_s1.tif,386929.31223227055,1981889.2528234443,2024,india,center,train,2
tile000060,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469895.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000060_2024_08_s1.tif,386929.31223227055,1981889.2528234443,2024,india,center,train,2
tile000061,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454873.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000061_2024_09_s1.tif,532529.5130641464,1858689.2822688837,2024,india,center,train,2
tile000061,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454873.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000061_2024_10_s1.tif,532529.5130641464,1858689.2822688837,2024,india,center,train,2
tile000061,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454873.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000061_2024_08_s1.tif,532529.5130641464,1858689.2822688837,2024,india,center,train,2
tile000062,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469871.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000062_2024_09_s1.tif,380209.3257509928,1970689.497633599,2024,india,center,train,2
tile000062,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469871.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000062_2024_10_s1.tif,380209.3257509928,1970689.497633599,2024,india,center,train,2
tile000062,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469871.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000062_2024_08_s1.tif,380209.3257509928,1970689.497633599,2024,india,center,train,2
tile000063,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_470829.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000063_2024_09_s1.tif,382449.4279597932,1999809.5898594651,2024,india,center,validate,2
tile000063,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_470829.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000063_2024_10_s1.tif,382449.4279597932,1999809.5898594651,2024,india,center,train,2
tile000063,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_470829.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000063_2024_11_s1.tif,382449.4279597932,1999809.5898594651,2024,india,center,train,2
tile000063,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_470829.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000063_2024_08_s1.tif,382449.4279597932,1999809.5898594651,2024,india,center,train,2
tile000064,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469527.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000064_2024_09_s1.tif,360049.36989950226,1966209.3347867264,2024,india,center,train,2
tile000064,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469527.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000064_2024_10_s1.tif,360049.36989950226,1966209.3347867264,2024,india,center,train,2
tile000064,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469527.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000064_2024_11_s1.tif,360049.36989950226,1966209.3347867264,2024,india,center,train,2
tile000065,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_454841.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000065_2024_09_s1.tif,532529.5264727002,1856449.2712476335,2024,india,center,train,2
tile000065,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_454841.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000065_2024_10_s1.tif,532529.5264727002,1856449.2712476335,2024,india,center,train,2
tile000065,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_454841.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000065_2024_08_s1.tif,532529.5264727002,1856449.2712476335,2024,india,center,train,2
tile000066,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_457196.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000066_2024_09_s1.tif,528049.4601128026,1885569.4339520163,2024,india,center,train,2
tile000067,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469761.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000067_2024_09_s1.tif,357809.52324560046,1968449.3920537515,2024,india,center,train,2
tile000067,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469761.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000067_2024_10_s1.tif,357809.52324560046,1968449.3920537515,2024,india,center,train,2
tile000067,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469761.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000067_2024_08_s1.tif,357809.52324560046,1968449.3920537515,2024,india,center,train,2
tile000068,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000068_2024_09_s1.tif,380209.27485774015,1975169.5815027305,2024,india,center,validate,2
tile000068,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000068_2024_10_s1.tif,380209.27485774015,1975169.5815027305,2024,india,center,train,2
tile000068,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000068_2024_11_s1.tif,380209.27485774015,1975169.5815027305,2024,india,center,train,2
tile000068,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469878.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000068_2024_08_s1.tif,380209.27485774015,1975169.5815027305,2024,india,center,train,2
tile000069,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469927.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000069_2024_09_s1.tif,377969.24040147086,1988609.5509173472,2024,india,center,train,2
tile000069,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469927.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000069_2024_10_s1.tif,377969.24040147086,1988609.5509173472,2024,india,center,validate,2
tile000069,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469927.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000069_2024_11_s1.tif,377969.24040147086,1988609.5509173472,2024,india,center,train,2
tile000069,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469927.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000069_2024_08_s1.tif,377969.24040147086,1988609.5509173472,2024,india,center,train,2
tile000070,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469529.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000070_2024_09_s1.tif,364529.2801026937,1968449.4025662488,2024,india,center,test,2
tile000070,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469529.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000070_2024_10_s1.tif,364529.2801026937,1968449.4025662488,2024,india,center,train,2
tile000070,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469529.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000070_2024_11_s1.tif,364529.2801026937,1968449.4025662488,2024,india,center,test,2
tile000070,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469529.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000070_2024_08_s1.tif,364529.2801026937,1968449.4025662488,2024,india,center,test,2
tile000071,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469902.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000071_2024_09_s1.tif,375729.5810078204,1977409.5245207944,2024,india,center,train,2
tile000071,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469902.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000071_2024_10_s1.tif,375729.5810078204,1977409.5245207944,2024,india,center,train,2
tile000071,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469902.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000071_2024_11_s1.tif,375729.5810078204,1977409.5245207944,2024,india,center,train,2
tile000071,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469902.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000071_2024_08_s1.tif,375729.5810078204,1977409.5245207944,2024,india,center,train,2
tile000072,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_470802.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000072_2024_09_s1.tif,380209.3196380685,1995329.578662061,2024,india,center,train,2
tile000072,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_470802.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000072_2024_10_s1.tif,380209.3196380685,1995329.578662061,2024,india,center,train,2
tile000072,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_470802.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000072_2024_11_s1.tif,380209.3196380685,1995329.578662061,2024,india,center,train,2
tile000072,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_470802.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000072_2024_08_s1.tif,380209.3196380685,1995329.578662061,2024,india,center,test,2
tile000073,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469485.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000073_2024_09_s1.tif,364529.34135436657,1957249.5362243352,2024,india,center,validate,2
tile000073,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469485.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000073_2024_10_s1.tif,364529.34135436657,1957249.5362243352,2024,india,center,train,2
tile000073,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469485.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000073_2024_11_s1.tif,364529.34135436657,1957249.5362243352,2024,india,center,train,2
tile000074,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_470805.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000074_2024_09_s1.tif,384689.2288575017,1997569.3410578463,2024,india,center,train,2
tile000074,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_470805.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000074_2024_10_s1.tif,384689.2288575017,1997569.3410578463,2024,india,center,train,2
tile000074,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_470805.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000074_2024_11_s1.tif,384689.2288575017,1997569.3410578463,2024,india,center,train,2
tile000074,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_470805.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000074_2024_08_s1.tif,384689.2288575017,1997569.3410578463,2024,india,center,train,2
tile000075,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469905.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000075_2024_09_s1.tif,377969.25793486735,1979649.2287125904,2024,india,center,train,2
tile000075,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469905.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000075_2024_10_s1.tif,377969.25793486735,1979649.2287125904,2024,india,center,train,2
tile000075,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469905.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000075_2024_11_s1.tif,377969.25793486735,1979649.2287125904,2024,india,center,train,2
tile000075,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469905.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000075_2024_08_s1.tif,377969.25793486735,1979649.2287125904,2024,india,center,train,2
tile000076,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469853.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000076_2024_09_s1.tif,373489.18465389765,1970689.2016043072,2024,india,center,train,2
tile000076,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469853.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000076_2024_10_s1.tif,373489.18465389765,1970689.2016043072,2024,india,center,train,2
tile000076,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469853.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000076_2024_11_s1.tif,373489.18465389765,1970689.2016043072,2024,india,center,test,2
tile000076,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469853.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000076_2024_08_s1.tif,373489.18465389765,1970689.2016043072,2024,india,center,test,2
tile000077,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469882.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000077_2024_09_s1.tif,384689.33872375765,1977409.4787289544,2024,india,center,train,2
tile000077,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469882.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000077_2024_10_s1.tif,384689.33872375765,1977409.4787289544,2024,india,center,train,2
tile000077,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469882.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000077_2024_11_s1.tif,384689.33872375765,1977409.4787289544,2024,india,center,train,2
tile000078,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469854.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000078_2024_09_s1.tif,377969.2188698031,1970689.497633599,2024,india,center,train,2
tile000078,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469854.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000078_2024_10_s1.tif,377969.2188698031,1970689.497633599,2024,india,center,train,2
tile000078,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469854.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000078_2024_11_s1.tif,377969.2188698031,1970689.497633599,2024,india,center,train,2
tile000078,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469854.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000078_2024_08_s1.tif,377969.2188698031,1970689.497633599,2024,india,center,train,2
tile000079,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469885.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000079_2024_09_s1.tif,380209.2780509898,1979649.4089582076,2024,india,center,validate,2
tile000079,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469885.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000079_2024_10_s1.tif,380209.2780509898,1979649.4089582076,2024,india,center,train,2
tile000079,24-Nov,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_11/raster_11_469885.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000079_2024_11_s1.tif,380209.2780509898,1979649.4089582076,2024,india,center,train,2
tile000079,24-Aug,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_08/raster_08_469885.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000079_2024_08_s1.tif,380209.2780509898,1979649.4089582076,2024,india,center,train,2
tile000080,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469615.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000080_2024_09_s1.tif,375729.2105735184,1963969.4461436504,2024,india,center,train,2
tile000080,24-Oct,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_10/raster_10_469615.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000080_2024_10_s1.tif,375729.2105735184,1963969.4461436504,2024,india,center,train,2
tile000081,24-Sep,/home/airg/rabedi/thesis/mittilabs/rice_practices/mask_ready/2024_09/raster_09_469939.tif,/home/airg/rabedi/thesis/mittilabs/rice_practices/s1_new/tile000081_2024_09_s1.tif,386929.1561165249,1990849.3383186397,2024,india,center,train,2
